,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0,0.0,0.6316053089168336,-0.6293275271143232,-0.9913699626922607,-0.14747394464517893,-0.7933191546202356,-0.4616902948858646,-0.04282940551638603,0.35580668515934716,-0.1485416594427079,-0.6027604191199593,-0.4469739097532713,-0.09628576243110977,-0.047381507949187204,-0.030943824461212865,0.2678179417441531,0.13645123120616465,0.8382118344306946,0.5326111885061597,0.016664084047079086,-0.11672264337539673,-0.8046190583705902,-0.4868099704384804,0.4242115343610446,-0.4302052855491638,0.12203859837324012,-0.21175581527506412,-0.569379515349865,-0.28632119360069436,-0.18478100252751675,0.10524638510983565,-0.7816339281612429,0.2196345183737396,-0.9504788960538694,-0.9297133691310883,-0.40892082047236117,-0.30430723540484905,-0.003941752389073372,0.5496355465480259,-0.13465844467282295,0.2979319164386162,0.7477143816649914,-0.44391991570591927,-0.5061877188650338,-0.5538093163208528,0.6424246797194848,0.895109338419778,0.9363892475763956,0.7642180556958577,0.4378554967341122,-0.20528392162619885,-0.4849324726749066,-0.2687539804182983,0.11070806144385698,-0.1429022210056656,0.030061361318597733,-0.3243192349359769,-0.318975300994923,-0.11799170703406116,-0.13638120739491785,-0.274835780838085,0.11542692198048508,-0.4007164182471359,-0.21857730512220577,-0.22090228488976302,-0.08844647201425379,-0.3325226523186867,-0.31525097435318306,0.17511691490844963,-0.10403153663644474,0.05773459006150006,-0.07187045343847709,-0.07888059136209756,0.1593929162113855,0.43736510278678764,0.086983077677247,0.40722043169901156,0.11721489539303466,-0.026905952779596135,0.25913205267681894,0.11373540301757072,-0.4810723790538916,-0.40810033977292215,-0.04403422790423763,-0.25202140989795063,0.27588169948522295,0.5117720368025558,-0.15702509738443313,0.31907399417832494,0.48119325578970984,-0.3781465803547643,-0.3667058846847692,-0.26558860944654633,0.38066658140936244,-0.966058782168797,0.4844702270559289,-0.004410259165047462,-0.5088930507500966,-0.11235537616218008,0.646004722859615,0.6600402534390107,0.4684438378281878,-0.2312739532895898,0.02746298089623451,-0.6029979145297637,-0.39516741419966156,0.5057811485282306,-0.5964418349627512,-0.19990463654200236,-0.14322186156474154,-0.1886674111717808,0.45373467763353453,0.5742366101635112,0.4763334106714448,-0.01455592187252084,-0.06908338593061303,0.35868329605214394,0.3235400457792944,-0.12084614426442762,0.4795831128785165,0.008018660048643747,0.7622131282371151,0.6265241760777402,0.777038538414571,0.583186329514892,0.16769168479877225,-0.05643409085101806,0.34562418483634355,0.24249787692059863
